Format Version,1.23,Take Name,Take 2021-08-31 03.44.49 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-08-31 03.44.50.269 PM,Capture Start Frame,326350,Total Frames in Take,1992,Total Exported Frames,1992,Rotation Type,YXZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
18,0.150000,32.797737,-4.245873,0.342650,-0.048209,0.068644,-1.107531
19,0.158333,32.860111,-4.482419,0.508764,-0.048319,0.068518,-1.107499
20,0.166667,32.799465,-4.270243,0.362822,-0.048206,0.068640,-1.107529
21,0.175000,32.735210,-4.004290,0.525517,-0.048264,0.068468,-1.107449
22,0.183333,32.796143,-4.216592,0.683872,-0.048381,0.068359,-1.107433
23,0.191667,32.853226,-4.473167,0.519131,-0.048323,0.068478,-1.107516
24,0.200000,32.857895,-4.468164,0.489114,-0.048329,0.068491,-1.107509
25,0.208333,32.860367,-4.496826,0.488795,-0.048336,0.068477,-1.107501
26,0.216667,32.868065,-4.489981,0.514665,-0.048325,0.068486,-1.107494
27,0.225000,32.859962,-4.488697,0.499647,-0.048315,0.068502,-1.107510
28,0.233333,32.847305,-4.518503,0.507340,-0.048332,0.068487,-1.107497
29,0.241667,32.850281,-4.470145,0.494931,-0.048313,0.068496,-1.107509
30,0.250000,32.846058,-4.476129,0.519718,-0.048327,0.068486,-1.107522
31,0.258333,32.855862,-4.508894,0.512394,-0.048336,0.068481,-1.107508
32,0.266667,32.858265,-4.491357,0.478325,-0.048339,0.068496,-1.107511
33,0.275000,32.848171,-4.480958,0.519371,-0.048328,0.068491,-1.107520
34,0.283333,32.800037,-4.234755,0.347814,-0.048239,0.068626,-1.107524
35,0.291667,32.831978,-4.474596,0.508444,-0.048347,0.068502,-1.107532
36,0.300000,32.855885,-4.494456,0.513052,-0.048325,0.068496,-1.107530
37,0.308333,32.864147,-4.479805,0.479446,-0.048330,0.068514,-1.107525
38,0.316667,32.794739,-4.232451,0.662927,-0.048388,0.068355,-1.107444
39,0.325000,32.844128,-4.462383,0.505510,-0.048313,0.068490,-1.107515
40,0.333333,32.859673,-4.495178,0.497929,-0.048308,0.068510,-1.107516
41,0.341667,32.859344,-4.497002,0.505085,-0.048319,0.068487,-1.107518
42,0.350000,32.845291,-4.475816,0.506796,-0.048323,0.068495,-1.107503
43,0.358333,32.840714,-4.460328,0.489933,-0.048315,0.068459,-1.107512
44,0.366667,32.858467,-4.501684,0.483068,-0.048345,0.068488,-1.107517
45,0.375000,32.853577,-4.489964,0.505744,-0.048345,0.068477,-1.107516
46,0.383333,32.858604,-4.500808,0.474591,-0.048356,0.068498,-1.107516
47,0.391667,32.846382,-4.502634,0.503789,-0.048337,0.068483,-1.107501
48,0.400000,32.658688,-4.028202,0.804649,-0.048489,0.068217,-1.107447
49,0.408333,32.840488,-4.471596,0.493005,-0.048358,0.068477,-1.107488
50,0.416667,32.848076,-4.471989,0.502657,-0.048354,0.068462,-1.107496
51,0.425000,32.830990,-4.487535,0.508432,-0.048345,0.068443,-1.107487
52,0.433333,32.811569,-4.281869,0.612410,-0.048363,0.068348,-1.107454
53,0.441667,32.843246,-4.453723,0.500022,-0.048320,0.068466,-1.107507
54,0.450000,32.855415,-4.459578,0.499013,-0.048325,0.068461,-1.107514
55,0.458333,32.781494,-4.230379,0.346969,-0.048219,0.068592,-1.107516
56,0.466667,32.860199,-4.509967,0.501108,-0.048327,0.068466,-1.107530
57,0.475000,32.768417,-4.209836,0.652620,-0.048372,0.068334,-1.107445
58,0.483333,32.846874,-4.474544,0.495174,-0.048318,0.068475,-1.107509
59,0.491667,32.856911,-4.453661,0.505609,-0.048332,0.068474,-1.107499
60,0.500000,32.791237,-4.219018,0.663472,-0.048385,0.068324,-1.107436
61,0.508333,32.780167,-4.222695,0.663960,-0.048361,0.068332,-1.107435
62,0.516667,32.861847,-4.474343,0.459644,-0.048328,0.068482,-1.107510
63,0.525000,32.717915,-3.983727,0.528009,-0.048288,0.068433,-1.107452
64,0.533333,32.775013,-4.233305,0.671892,-0.048375,0.068333,-1.107444
65,0.541667,32.713081,-4.005579,0.531773,-0.048290,0.068442,-1.107445
66,0.550000,32.778851,-4.242182,0.685284,-0.048404,0.068328,-1.107433
67,0.558333,32.854431,-4.478548,0.515993,-0.048345,0.068457,-1.107501
68,0.566667,32.790878,-4.232193,0.694451,-0.048398,0.068334,-1.107429
69,0.575000,32.786896,-4.238715,0.670636,-0.048401,0.068326,-1.107415
70,0.583333,32.769539,-4.218681,0.677418,-0.048393,0.068332,-1.107420
71,0.591667,32.789322,-4.241633,0.686173,-0.048378,0.068327,-1.107422
72,0.600000,32.785343,-4.231023,0.667093,-0.048394,0.068346,-1.107431
73,0.608333,32.785648,-4.236660,0.697564,-0.048390,0.068338,-1.107412
74,0.616667,32.723206,-4.003418,0.510674,-0.048276,0.068469,-1.107434
75,0.625000,32.854740,-4.502469,0.518980,-0.048329,0.068491,-1.107479
76,0.633333,32.854870,-4.489510,0.512365,-0.048323,0.068478,-1.107497
77,0.641667,32.871990,-4.483948,0.500070,-0.048336,0.068492,-1.107506
78,0.650000,32.858795,-4.480219,0.492130,-0.048337,0.068475,-1.107487
79,0.658333,32.789597,-4.250015,0.677447,-0.048372,0.068341,-1.107421
80,0.666667,32.853313,-4.494214,0.491744,-0.048318,0.068490,-1.107503
81,0.675000,32.782841,-4.190400,0.663424,-0.048380,0.068352,-1.107420
82,0.683333,32.794640,-4.251135,0.655731,-0.048397,0.068321,-1.107410
83,0.691667,32.765045,-4.213516,0.677012,-0.048377,0.068365,-1.107427
84,0.700000,32.777542,-4.242760,0.687512,-0.048377,0.068335,-1.107434
85,0.708333,32.856674,-4.463160,0.488964,-0.048326,0.068487,-1.107508
86,0.716667,32.786137,-4.219012,0.653179,-0.048375,0.068340,-1.107437
87,0.725000,32.800613,-4.232811,0.646592,-0.048369,0.068355,-1.107445
88,0.733333,32.777458,-4.226810,0.671066,-0.048363,0.068343,-1.107440
89,0.741667,32.788864,-4.213651,0.647232,-0.048369,0.068340,-1.107440
90,0.750000,32.802639,-4.227817,0.684039,-0.048360,0.068350,-1.107434
91,0.758333,32.809296,-4.248705,0.672551,-0.048374,0.068365,-1.107437
92,0.766667,32.812733,-4.243606,0.696802,-0.048355,0.068351,-1.107434
93,0.775000,32.854710,-4.487720,0.494889,-0.048313,0.068512,-1.107506
94,0.783333,32.799438,-4.220045,0.678530,-0.048368,0.068360,-1.107448
95,0.791667,32.859779,-4.479363,0.506694,-0.048331,0.068484,-1.107510
96,0.800000,32.860046,-4.460427,0.493793,-0.048334,0.068480,-1.107502
97,0.808333,32.850494,-4.457496,0.504630,-0.048325,0.068484,-1.107494
98,0.816667,32.802834,-4.256643,0.381512,-0.048213,0.068605,-1.107522
99,0.825000,32.801895,-4.253075,0.366841,-0.048222,0.068628,-1.107507
100,0.833333,32.733253,-3.995767,0.533657,-0.048270,0.068473,-1.107451
101,0.841667,32.831642,-4.494122,0.507975,-0.048326,0.068494,-1.107504
102,0.850000,32.852207,-4.511732,0.499029,-0.048331,0.068492,-1.107491
103,0.858333,32.843590,-4.456078,0.492167,-0.048315,0.068509,-1.107495
104,0.866667,32.847084,-4.485451,0.505709,-0.048309,0.068496,-1.107506
105,0.875000,32.864491,-4.498427,0.494559,-0.048316,0.068487,-1.107490
106,0.883333,32.850609,-4.483643,0.496135,-0.048319,0.068494,-1.107499
107,0.891667,32.805912,-4.213819,0.683701,-0.048373,0.068330,-1.107429
108,0.900000,32.853848,-4.452201,0.510982,-0.048314,0.068482,-1.107491
109,0.908333,32.805893,-4.229840,0.654918,-0.048372,0.068340,-1.107437
110,0.916667,32.855377,-4.466633,0.472201,-0.048324,0.068482,-1.107499
111,0.925000,32.856552,-4.472734,0.503991,-0.048349,0.068472,-1.107485
112,0.933333,32.835285,-4.503565,0.512352,-0.048345,0.068493,-1.107478
113,0.941667,32.864697,-4.491956,0.501226,-0.048322,0.068477,-1.107479
114,0.950000,32.816673,-4.293867,0.636182,-0.048354,0.068373,-1.107424
115,0.958333,32.794201,-4.218993,0.672215,-0.048354,0.068338,-1.107416
116,0.966667,32.851597,-4.475793,0.493647,-0.048322,0.068497,-1.107479
117,0.975000,32.793827,-4.242839,0.685551,-0.048356,0.068322,-1.107409
118,0.983333,32.808178,-4.263856,0.689731,-0.048371,0.068306,-1.107422
119,0.991667,32.793133,-4.245193,0.676281,-0.048363,0.068338,-1.107433
120,1.000000,32.819679,-4.291079,0.641373,-0.048326,0.068362,-1.107428
121,1.008333,32.814991,-4.314536,0.633659,-0.048341,0.068366,-1.107436
122,1.016667,32.826496,-4.293522,0.632867,-0.048322,0.068367,-1.107424
123,1.025000,32.844715,-4.301300,0.623359,-0.048332,0.068366,-1.107425
124,1.033333,32.807671,-4.236251,0.661612,-0.048343,0.068327,-1.107409
125,1.041667,32.795261,-4.267174,0.650381,-0.048348,0.068329,-1.107420
126,1.050000,32.827534,-4.290060,0.622729,-0.048336,0.068361,-1.107425
127,1.058333,32.810158,-4.259699,0.673887,-0.048350,0.068333,-1.107424
128,1.066667,32.796009,-4.219833,0.668598,-0.048381,0.068303,-1.107421
129,1.075000,32.861115,-4.495217,0.517720,-0.048336,0.068456,-1.107484
130,1.083333,32.856682,-4.492326,0.501112,-0.048329,0.068452,-1.107491
131,1.091667,32.791084,-4.231779,0.667526,-0.048364,0.068318,-1.107431
132,1.100000,32.854584,-4.496110,0.494716,-0.048327,0.068462,-1.107497
133,1.108333,32.785667,-4.237711,0.653360,-0.048384,0.068332,-1.107418
134,1.116667,32.849289,-4.517111,0.540153,-0.048329,0.068487,-1.107490
135,1.125000,32.842674,-4.482147,0.501826,-0.048304,0.068497,-1.107496
136,1.133333,32.786903,-4.241849,0.675159,-0.048366,0.068340,-1.107415
137,1.141667,32.782341,-4.207659,0.672104,-0.048375,0.068321,-1.107407
138,1.150000,32.781368,-4.232844,0.714861,-0.048358,0.068323,-1.107406
139,1.158333,32.907471,-4.462670,0.303256,-0.048379,0.068391,-1.107492
140,1.166667,33.012188,-4.638220,0.191348,-0.048294,0.068492,-1.107489
141,1.175000,32.908062,-4.479058,0.328292,-0.048365,0.068372,-1.107468
142,1.183333,32.905231,-4.473126,0.304455,-0.048382,0.068356,-1.107485
143,1.191667,32.983704,-4.610330,0.218509,-0.048317,0.068443,-1.107440
144,1.200000,32.900909,-4.490629,0.316926,-0.048381,0.068384,-1.107492
145,1.208333,32.953541,-4.482428,0.270908,-0.048355,0.068415,-1.107450
146,1.216667,32.872375,-4.415889,0.367410,-0.048406,0.068340,-1.107451
147,1.225000,32.833447,-4.191876,0.493599,-0.048399,0.068251,-1.107410
148,1.233333,32.838661,-4.188455,0.474383,-0.048431,0.068216,-1.107408
149,1.241667,32.836845,-4.198668,0.501958,-0.048430,0.068226,-1.107407
150,1.250000,32.906361,-4.463675,0.291943,-0.048390,0.068394,-1.107489
151,1.258333,32.867672,-4.197380,0.459852,-0.048440,0.068222,-1.107372
152,1.266667,32.911278,-4.470400,0.306199,-0.048379,0.068406,-1.107497
153,1.275000,32.880566,-4.185808,0.296819,-0.048505,0.068157,-1.107386
154,1.283333,32.820911,-4.489982,0.540726,-0.048342,0.068484,-1.107446
155,1.291667,32.903057,-4.526902,0.713658,-0.048308,0.068551,-1.107548
156,1.300000,32.785652,-4.220144,0.678898,-0.048388,0.068333,-1.107411
157,1.308333,32.838554,-4.468462,0.503585,-0.048334,0.068483,-1.107463
158,1.316667,32.780910,-4.224749,0.688112,-0.048389,0.068320,-1.107404
159,1.325000,32.847256,-4.483685,0.539042,-0.048349,0.068470,-1.107496
160,1.333333,32.858910,-4.480267,0.497064,-0.048333,0.068468,-1.107489
161,1.341667,32.792538,-4.248612,0.681235,-0.048367,0.068326,-1.107435
162,1.350000,32.865803,-4.488856,0.506198,-0.048326,0.068484,-1.107517
163,1.358333,32.777344,-4.216038,0.662844,-0.048370,0.068338,-1.107436
164,1.366667,32.766243,-4.248061,0.695033,-0.048354,0.068336,-1.107436
165,1.375000,32.851089,-4.493795,0.538566,-0.048300,0.068492,-1.107517
166,1.383333,32.824394,-4.406888,0.542956,-0.048348,0.068430,-1.107483
167,1.391667,32.759163,-4.244681,0.743828,-0.048331,0.068383,-1.107424
168,1.400000,32.830746,-4.202945,0.461609,-0.048414,0.068257,-1.107445
169,1.408333,32.855480,-4.370454,0.353533,-0.048370,0.068357,-1.107494
170,1.416667,32.901180,-4.415393,0.280569,-0.048338,0.068394,-1.107516
171,1.425000,32.993015,-4.585311,0.175076,-0.048274,0.068478,-1.107558
172,1.433333,32.823261,-4.199286,0.459816,-0.048411,0.068235,-1.107445
173,1.441667,32.829689,-4.209297,0.471675,-0.048388,0.068248,-1.107442
174,1.450000,32.831852,-4.207327,0.491720,-0.048402,0.068253,-1.107440
175,1.458333,32.809864,-4.180880,0.434960,-0.048429,0.068214,-1.107434
176,1.466667,32.831814,-4.200618,0.490924,-0.048423,0.068241,-1.107427
177,1.475000,32.837898,-4.199409,0.455942,-0.048444,0.068245,-1.107431
178,1.483333,32.835838,-4.211922,0.471531,-0.048427,0.068264,-1.107431
179,1.491667,32.906342,-4.458050,0.303098,-0.048373,0.068382,-1.107503
180,1.500000,32.811382,-4.183187,0.479826,-0.048414,0.068272,-1.107435
181,1.508333,32.819126,-4.210315,0.487892,-0.048408,0.068243,-1.107438
182,1.516667,32.893055,-4.434396,0.283533,-0.048362,0.068392,-1.107493
183,1.525000,32.825905,-4.201191,0.463055,-0.048427,0.068250,-1.107429
184,1.533333,32.826561,-4.204146,0.468443,-0.048420,0.068234,-1.107422
185,1.541667,32.841808,-4.206050,0.437675,-0.048435,0.068219,-1.107424
186,1.550000,32.840736,-4.251676,0.446388,-0.048401,0.068253,-1.107426
187,1.558333,32.894611,-4.474090,0.295833,-0.048364,0.068378,-1.107477
188,1.566667,32.890289,-4.443993,0.298989,-0.048373,0.068370,-1.107481
189,1.575000,32.826416,-4.176319,0.475245,-0.048415,0.068235,-1.107426
190,1.583333,32.835739,-4.215326,0.452934,-0.048437,0.068237,-1.107428
191,1.591667,32.900475,-4.448361,0.320472,-0.048372,0.068380,-1.107492
192,1.600000,32.917137,-4.445519,0.316018,-0.048368,0.068375,-1.107489
193,1.608333,32.879784,-4.271853,0.444173,-0.048411,0.068283,-1.107429
194,1.616667,32.829601,-4.187540,0.471030,-0.048423,0.068241,-1.107435
195,1.625000,32.847977,-4.197330,0.486309,-0.048429,0.068244,-1.107431
196,1.633333,32.887192,-4.448592,0.331283,-0.048382,0.068385,-1.107494
197,1.641667,32.834774,-4.212138,0.486890,-0.048422,0.068230,-1.107417
198,1.650000,32.831146,-4.176390,0.460492,-0.048442,0.068237,-1.107428
199,1.658333,32.819408,-4.219048,0.487207,-0.048447,0.068219,-1.107426
200,1.666667,32.835331,-4.198645,0.452062,-0.048428,0.068216,-1.107422
201,1.675000,32.839516,-4.171197,0.455466,-0.048425,0.068226,-1.107425
202,1.683333,32.842739,-4.200724,0.478682,-0.048435,0.068227,-1.107408
203,1.691667,32.844681,-4.223851,0.488783,-0.048421,0.068223,-1.107422
204,1.700000,32.908470,-4.444667,0.319379,-0.048384,0.068370,-1.107480
205,1.708333,32.818344,-4.230833,0.473124,-0.048439,0.068227,-1.107419
206,1.716667,32.831127,-4.206162,0.465989,-0.048415,0.068237,-1.107417
207,1.725000,32.832359,-4.209445,0.477394,-0.048413,0.068227,-1.107439
208,1.733333,32.834412,-4.209500,0.458768,-0.048434,0.068236,-1.107412
209,1.741667,32.878494,-4.276937,0.410171,-0.048407,0.068255,-1.107440
210,1.750000,32.917839,-4.471922,0.305603,-0.048344,0.068395,-1.107517
211,1.758333,32.829964,-4.228920,0.463235,-0.048428,0.068236,-1.107435
212,1.766667,32.827244,-4.229419,0.468732,-0.048410,0.068236,-1.107418
213,1.775000,32.835850,-4.235492,0.476078,-0.048405,0.068255,-1.107439
214,1.783333,32.905029,-4.443406,0.276746,-0.048365,0.068377,-1.107492
215,1.791667,32.816612,-4.222962,0.462311,-0.048411,0.068271,-1.107443
216,1.800000,32.902668,-4.462540,0.318054,-0.048354,0.068387,-1.107516
217,1.808333,32.899231,-4.464297,0.287152,-0.048360,0.068382,-1.107507
218,1.816667,32.849258,-4.282696,0.401671,-0.048394,0.068269,-1.107444
219,1.825000,32.822617,-4.196902,0.462246,-0.048403,0.068258,-1.107449
220,1.833333,32.876770,-4.462540,0.308175,-0.048363,0.068412,-1.107509
221,1.841667,32.894272,-4.467005,0.299105,-0.048373,0.068387,-1.107499
222,1.850000,32.890781,-4.432807,0.276994,-0.048347,0.068383,-1.107514
223,1.858333,32.826462,-4.218696,0.494517,-0.048397,0.068254,-1.107444
224,1.866667,32.909813,-4.444533,0.289868,-0.048344,0.068414,-1.107516
225,1.875000,32.911118,-4.472606,0.302104,-0.048345,0.068388,-1.107510
226,1.883333,32.893463,-4.449934,0.331855,-0.048359,0.068399,-1.107511
227,1.891667,32.844158,-4.245011,0.436495,-0.048377,0.068302,-1.107461
228,1.900000,32.881710,-4.444174,0.323857,-0.048356,0.068390,-1.107528
229,1.908333,32.888218,-4.441140,0.296558,-0.048366,0.068379,-1.107520
230,1.916667,32.855755,-4.245841,0.413552,-0.048386,0.068265,-1.107452
231,1.925000,32.905853,-4.452984,0.310739,-0.048345,0.068395,-1.107521
232,1.933333,32.853416,-4.222753,0.481679,-0.048415,0.068255,-1.107432
233,1.941667,32.844444,-4.209445,0.485027,-0.048405,0.068259,-1.107435
234,1.950000,32.842297,-4.221179,0.480504,-0.048398,0.068252,-1.107433
235,1.958333,32.908710,-4.485289,0.308338,-0.048352,0.068383,-1.107499
236,1.966667,32.905060,-4.493501,0.311005,-0.048361,0.068407,-1.107506
237,1.975000,32.915115,-4.456823,0.295125,-0.048352,0.068398,-1.107509
238,1.983333,32.891762,-4.479044,0.314226,-0.048363,0.068386,-1.107498
239,1.991667,32.827820,-4.201135,0.494130,-0.048417,0.068253,-1.107424
240,2.000000,32.901566,-4.435284,0.295867,-0.048381,0.068378,-1.107494
241,2.008333,32.897072,-4.420725,0.320546,-0.048343,0.068415,-1.107501
242,2.016667,32.900139,-4.457681,0.311646,-0.048349,0.068399,-1.107503
243,2.025000,32.895245,-4.466691,0.317110,-0.048345,0.068408,-1.107493
244,2.033333,32.897236,-4.453881,0.302550,-0.048349,0.068401,-1.107496
245,2.041667,32.832729,-4.195141,0.477033,-0.048414,0.068228,-1.107415
246,2.050000,32.912273,-4.463917,0.322749,-0.048380,0.068363,-1.107497
247,2.058333,32.893204,-4.434689,0.321764,-0.048367,0.068385,-1.107503
248,2.066667,32.905231,-4.481854,0.274673,-0.048354,0.068414,-1.107497
249,2.075000,32.907299,-4.471963,0.289982,-0.048368,0.068382,-1.107514
250,2.083333,32.898769,-4.451247,0.303210,-0.048376,0.068391,-1.107510
251,2.091667,32.917969,-4.464876,0.292561,-0.048389,0.068378,-1.107508
252,2.100000,32.894585,-4.476445,0.310277,-0.048379,0.068378,-1.107502
253,2.108333,32.842297,-4.200819,0.496637,-0.048427,0.068265,-1.107442
254,2.116667,32.891293,-4.434492,0.284810,-0.048368,0.068393,-1.107506
255,2.125000,32.835083,-4.231446,0.474518,-0.048448,0.068239,-1.107441
256,2.133333,32.848579,-4.204473,0.505397,-0.048425,0.068232,-1.107450
257,2.141667,32.897568,-4.454410,0.302508,-0.048384,0.068346,-1.107503
258,2.150000,32.893047,-4.436649,0.305597,-0.048374,0.068363,-1.107515
259,2.158333,32.902473,-4.473577,0.280687,-0.048399,0.068342,-1.107513
260,2.166667,32.846123,-4.203905,0.475133,-0.048436,0.068230,-1.107458
261,2.175000,32.841148,-4.196249,0.464089,-0.048431,0.068213,-1.107448
262,2.183333,32.880322,-4.383322,0.351635,-0.048426,0.068325,-1.107491
263,2.191667,32.857979,-4.185988,0.451817,-0.048399,0.068219,-1.107434
264,2.200000,32.834011,-4.193308,0.493924,-0.048420,0.068209,-1.107427
265,2.208333,32.887074,-4.467394,0.337128,-0.048376,0.068384,-1.107484
266,2.216667,32.829296,-4.198730,0.471428,-0.048410,0.068260,-1.107463
267,2.225000,32.843407,-4.205256,0.471478,-0.048444,0.068223,-1.107436
268,2.233333,32.829643,-4.206563,0.467051,-0.048408,0.068217,-1.107437
269,2.241667,32.913692,-4.473836,0.312056,-0.048365,0.068368,-1.107504
270,2.250000,32.837204,-4.195487,0.469040,-0.048416,0.068230,-1.107432
271,2.258333,32.914387,-4.487402,0.295590,-0.048378,0.068392,-1.107487
272,2.266667,32.856533,-4.219067,0.440573,-0.048432,0.068231,-1.107439
273,2.275000,32.900269,-4.452140,0.294319,-0.048378,0.068394,-1.107517
274,2.283333,32.846115,-4.183632,0.460748,-0.048423,0.068215,-1.107422
275,2.291667,32.905018,-4.446194,0.283818,-0.048358,0.068375,-1.107500
276,2.300000,32.891037,-4.461738,0.326601,-0.048361,0.068385,-1.107498
277,2.308333,32.910542,-4.479750,0.303046,-0.048373,0.068398,-1.107504
278,2.316667,32.838352,-4.226748,0.486476,-0.048420,0.068217,-1.107450
279,2.325000,32.822605,-4.188938,0.450230,-0.048433,0.068215,-1.107448
280,2.333333,32.914886,-4.455952,0.297571,-0.048375,0.068342,-1.107516
281,2.341667,32.825466,-4.179132,0.478940,-0.048418,0.068225,-1.107466
282,2.350000,32.901875,-4.436639,0.610506,-0.048521,0.068126,-1.107453
283,2.358333,32.935268,-4.421686,0.641190,-0.048527,0.068129,-1.107501
284,2.366667,32.995365,-4.689058,0.247313,-0.048560,0.068163,-1.107517
285,2.375000,32.984821,-4.694293,0.234987,-0.048533,0.068177,-1.107507
286,2.383333,32.999702,-4.695906,0.217387,-0.048542,0.068143,-1.107496
287,2.391667,32.946217,-4.393802,0.400521,-0.048583,0.068033,-1.107424
288,2.400000,32.970409,-4.454765,0.343156,-0.048571,0.068083,-1.107455
289,2.408333,32.963928,-4.408014,0.402089,-0.048612,0.068033,-1.107435
290,2.416667,33.013813,-4.647958,0.184292,-0.048585,0.068176,-1.107533
291,2.425000,32.975952,-4.644181,0.257301,-0.048552,0.068155,-1.107535
292,2.433333,33.000721,-4.627450,0.235488,-0.048537,0.068155,-1.107541
293,2.441667,32.948505,-4.368630,0.370910,-0.048589,0.068013,-1.107439
294,2.450000,32.955402,-4.411542,0.372356,-0.048589,0.068019,-1.107420
295,2.458333,32.922565,-4.484071,0.374764,-0.048590,0.068118,-1.107337
296,2.466667,32.969776,-4.411503,0.411523,-0.048595,0.068036,-1.107412
297,2.475000,32.956852,-4.394574,0.394276,-0.048562,0.068016,-1.107393
298,2.483333,32.840622,-4.251283,0.499370,-0.048664,0.067897,-1.107460
299,2.491667,32.910137,-4.139812,0.427099,-0.048665,0.067942,-1.107379
300,2.500000,32.835808,-4.247999,0.502933,-0.048680,0.067924,-1.107457
301,2.508333,32.830566,-4.269345,0.535180,-0.048649,0.067960,-1.107470
302,2.516667,32.826927,-4.212042,0.513267,-0.048676,0.067937,-1.107466
303,2.525000,32.814697,-4.235841,0.526723,-0.048665,0.067905,-1.107460
304,2.533333,32.829979,-4.224702,0.515939,-0.048663,0.067890,-1.107440
305,2.541667,32.831276,-4.215158,0.496681,-0.048661,0.067920,-1.107459
306,2.550000,32.846031,-4.228405,0.506312,-0.048670,0.067950,-1.107444
307,2.558333,32.821960,-4.233171,0.508444,-0.048664,0.067965,-1.107468
308,2.566667,32.825520,-4.190604,0.485672,-0.048638,0.067956,-1.107459
309,2.575000,32.826679,-4.219630,0.535606,-0.048647,0.067914,-1.107465
310,2.583333,32.856529,-4.218910,0.513283,-0.048640,0.067897,-1.107454
311,2.591667,32.833179,-4.229597,0.507507,-0.048665,0.067906,-1.107451
312,2.600000,32.818352,-4.201983,0.507446,-0.048641,0.067924,-1.107463
313,2.608333,32.830917,-4.216628,0.508507,-0.048660,0.067911,-1.107472
314,2.616667,32.827614,-4.218435,0.505677,-0.048669,0.067903,-1.107464
315,2.625000,32.854359,-4.247447,0.518338,-0.048639,0.067906,-1.107455
316,2.633333,32.836327,-4.234380,0.515541,-0.048638,0.067906,-1.107433
317,2.641667,32.819427,-4.213986,0.504919,-0.048649,0.067911,-1.107453
318,2.650000,32.808502,-4.176762,0.537657,-0.048654,0.067952,-1.107457
319,2.658333,32.836502,-4.217482,0.550288,-0.048673,0.067901,-1.107465
320,2.666667,32.820671,-4.201229,0.506657,-0.048639,0.067934,-1.107458
321,2.675000,32.817577,-4.185687,0.498190,-0.048631,0.067895,-1.107460
322,2.683333,32.824646,-4.195296,0.492157,-0.048632,0.067915,-1.107446
323,2.691667,32.814919,-4.202263,0.494864,-0.048629,0.067928,-1.107469
324,2.700000,32.998642,-4.984728,0.900933,-0.048751,0.067547,-1.107313
325,2.708333,32.825233,-4.200161,0.496771,-0.048637,0.067903,-1.107467
326,2.716667,32.829735,-4.205017,0.509565,-0.048632,0.067902,-1.107468
327,2.725000,32.825294,-4.220065,0.527750,-0.048632,0.067895,-1.107460
328,2.733333,32.832344,-4.244309,0.523011,-0.048635,0.067880,-1.107458
329,2.741667,32.834839,-4.189114,0.499750,-0.048625,0.067959,-1.107460
330,2.750000,32.839413,-4.200507,0.477979,-0.048640,0.067943,-1.107467
331,2.758333,32.816525,-4.161777,0.504716,-0.048640,0.067926,-1.107477
332,2.766667,32.832489,-4.161961,0.507511,-0.048631,0.067909,-1.107483
