Format Version,1.23,Take Name,Take 2021-08-31 04.26.01 PM,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2021-08-31 04.26.01.558 PM,Capture Start Frame,605000,Total Frames in Take,2117,Total Exported Frames,2117,Rotation Type,YXZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,RigidBody 004,RigidBody 004,RigidBody 004,RigidBody 004,RigidBody 004,RigidBody 004,RigidBody 002,RigidBody 002,RigidBody 002,RigidBody 002,RigidBody 002,RigidBody 002,RigidBody 003,RigidBody 003,RigidBody 003,RigidBody 003,RigidBody 003,RigidBody 003
,ID,"B31CDDCA0AA911EC23E9D89881B83695","B31CDDCA0AA911EC23E9D89881B83695","B31CDDCA0AA911EC23E9D89881B83695","B31CDDCA0AA911EC23E9D89881B83695","B31CDDCA0AA911EC23E9D89881B83695","B31CDDCA0AA911EC23E9D89881B83695","547CA0560AB111EC23E9D89881B83695","547CA0560AB111EC23E9D89881B83695","547CA0560AB111EC23E9D89881B83695","547CA0560AB111EC23E9D89881B83695","547CA0560AB111EC23E9D89881B83695","547CA0560AB111EC23E9D89881B83695","5DADD69E0AB111EC23E9D89881B83695","5DADD69E0AB111EC23E9D89881B83695","5DADD69E0AB111EC23E9D89881B83695","5DADD69E0AB111EC23E9D89881B83695","5DADD69E0AB111EC23E9D89881B83695","5DADD69E0AB111EC23E9D89881B83695"
,,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),Y,X,Z,X,Y,Z,Y,X,Z,X,Y,Z,Y,X,Z,X,Y,Z
0,0.000000,114.001945,-1.486686,-0.597343,-1.805037,2.000682,1.432505,4.777635,-0.025957,-1.137196,-1.780201,2.006074,0.732017,4.558592,-0.148323,-0.617870,-1.379736,2.005771,1.060261
1,0.010000,113.929420,-1.478155,-0.782321,-1.804949,2.000599,1.432543,4.806329,0.051759,-1.088967,-1.780144,2.006017,0.732011,4.533216,-0.289526,-0.560562,-1.379682,2.005708,1.060268
2,0.020000,113.998703,-1.515155,-0.581637,-1.805032,2.000695,1.432555,4.761501,-0.032789,-1.183375,-1.780186,2.006055,0.732040,4.465819,-0.282833,-0.529282,-1.379696,2.005738,1.060359
3,0.030000,113.944641,-1.461007,-0.793085,-1.804929,2.000604,1.432572,4.814819,0.069496,-1.053812,-1.780137,2.006038,0.732010,4.525895,-0.280103,-0.570132,-1.379678,2.005716,1.060285
4,0.040000,113.751892,-1.698600,-0.934119,-1.805007,2.000748,1.432717,4.760277,-0.039981,-1.174586,-1.780177,2.006072,0.732029,4.552166,-0.146372,-0.588489,-1.379685,2.005779,1.060301
5,0.050000,113.748589,-1.717509,-0.919455,-1.805020,2.000755,1.432718,4.771915,-0.030892,-1.190838,-1.780201,2.006060,0.732038,4.530996,-0.260236,-0.552571,-1.379661,2.005726,1.060299
6,0.060000,113.941521,-1.476091,-0.782360,-1.804935,2.000625,1.432585,4.780701,-0.009681,-1.173571,-1.780200,2.006069,0.732023,4.459342,-0.287469,-0.553904,-1.379679,2.005733,1.060370
7,0.070000,113.948242,-1.465960,-0.572651,-1.805028,2.000716,1.432576,4.805444,0.062864,-1.061227,-1.780154,2.006045,0.732013,4.448355,-0.286766,-0.543285,-1.379671,2.005740,1.060385
8,0.080000,113.551331,-1.693940,-0.966361,-1.804858,2.000762,1.432619,4.770536,-0.013483,-1.187982,-1.780178,2.006075,0.732033,4.510696,-0.278367,-0.551225,-1.379648,2.005736,1.060300
9,0.090000,113.941330,-1.448708,-0.767101,-1.804924,2.000640,1.432584,4.782171,-0.025367,-1.146870,-1.780172,2.006078,0.732031,4.458264,-0.262121,-0.555182,-1.379664,2.005740,1.060367
10,0.100000,113.924141,-1.493056,-0.778495,-1.804913,2.000646,1.432584,4.784754,0.055143,-1.083822,-1.780156,2.006036,0.732043,4.538378,-0.267359,-0.546543,-1.379643,2.005738,1.060304
11,0.110000,113.572220,-1.678244,-0.961462,-1.804846,2.000753,1.432613,4.812396,0.060590,-1.088881,-1.780145,2.006038,0.732029,4.520094,-0.274898,-0.567159,-1.379647,2.005726,1.060314
12,0.120000,113.941498,-1.464735,-0.790993,-1.804919,2.000653,1.432592,4.756026,-0.026031,-1.200256,-1.780182,2.006063,0.732047,4.556563,-0.128364,-0.599299,-1.379690,2.005806,1.060307
13,0.130000,113.764084,-1.454590,-0.796419,-1.804783,2.000631,1.432475,4.793121,0.048786,-1.106132,-1.780145,2.006016,0.732046,4.525511,-0.263484,-0.554650,-1.379647,2.005736,1.060293
14,0.140000,113.922287,-1.456198,-0.804620,-1.804930,2.000652,1.432586,4.801936,0.073475,-1.092489,-1.780125,2.006021,0.732049,4.527988,-0.282595,-0.525274,-1.379628,2.005749,1.060291
