Format Version,1.23,Take Name,Take 2021-08-31 03.24.55 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-08-31 03.24.56.238 PM,Capture Start Frame,183068,Total Frames in Take,2318,Total Exported Frames,2318,Rotation Type,YXZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
18,0.150000,-65.301758,-2.009159,-0.784341,0.098676,0.065880,0.071220
19,0.158333,-65.271233,-2.006114,-0.780749,0.098699,0.065901,0.071255
20,0.166667,-65.278275,-2.031080,-0.761424,0.098688,0.065858,0.071205
21,0.175000,-65.311913,-2.042041,-0.764553,0.098684,0.065875,0.071237
22,0.183333,-65.297760,-2.037508,-0.759561,0.098698,0.065855,0.071244
23,0.191667,-65.269974,-2.016511,-0.802329,0.098683,0.065860,0.071247
24,0.200000,-64.172325,-2.188789,0.036024,0.099812,0.066160,0.071101
25,0.208333,-64.195580,-2.199325,0.033163,0.099814,0.066174,0.071099
26,0.216667,-64.199333,-2.186967,0.019887,0.099814,0.066170,0.071087
27,0.225000,-64.171997,-2.202421,0.024092,0.099812,0.066165,0.071091
28,0.233333,-65.292564,-1.999670,-0.801957,0.098686,0.065847,0.071261
29,0.241667,-64.188400,-2.205590,0.026815,0.099824,0.066174,0.071077
30,0.250000,-65.281883,-2.017016,-0.773553,0.098656,0.065841,0.071237
31,0.258333,-65.303177,-2.040577,-0.810326,0.098674,0.065880,0.071234
32,0.266667,-64.177254,-2.220208,-0.009077,0.099831,0.066173,0.071064
33,0.275000,-65.285080,-2.036253,-0.739382,0.098664,0.065841,0.071250
34,0.283333,-64.137787,-2.210131,0.143510,0.099876,0.066208,0.071056
35,0.291667,,,,,,
36,0.300000,-65.304504,-2.006303,-0.782598,0.098655,0.065852,0.071251
37,0.308333,-64.184189,-2.188526,0.001278,0.099800,0.066172,0.071092
38,0.316667,-65.300667,-1.998885,-0.800558,0.098658,0.065856,0.071263
39,0.325000,-64.204498,-2.200209,-0.011657,0.099812,0.066165,0.071074
40,0.333333,-65.298012,-2.027308,-0.759168,0.098685,0.065846,0.071245
41,0.341667,-65.304497,-2.027632,-0.788507,0.098697,0.065832,0.071247
42,0.350000,-65.301834,-2.034652,-0.767936,0.098669,0.065820,0.071242
43,0.358333,-65.292908,-2.042607,-0.765277,0.098691,0.065866,0.071264
44,0.366667,-65.287254,-2.025445,-0.767910,0.098677,0.065846,0.071261
45,0.375000,-65.324036,-2.013497,-0.803868,0.098667,0.065867,0.071250
46,0.383333,-65.306763,-2.040725,-0.792635,0.098686,0.065873,0.071252
47,0.391667,-65.285278,-1.986299,-0.761543,0.098681,0.065867,0.071250
48,0.400000,-65.278412,-2.001683,-0.788129,0.098680,0.065842,0.071245
49,0.408333,-64.194016,-2.220337,0.072290,0.099799,0.066157,0.071085
50,0.416667,-64.194633,-2.201235,0.028229,0.099792,0.066180,0.071078
51,0.425000,-64.181953,-2.149727,0.024643,0.099810,0.066173,0.071074
52,0.433333,-65.292992,-2.046898,-0.759740,0.098661,0.065849,0.071240
53,0.441667,-65.283463,-2.043596,-0.780760,0.098672,0.065840,0.071257
54,0.450000,-65.188599,-2.083161,-0.258072,0.098838,0.066081,0.071297
55,0.458333,-64.155525,-2.217443,0.052596,0.099806,0.066178,0.071081
56,0.466667,-65.295845,-2.021282,-0.795916,0.098677,0.065848,0.071265
57,0.475000,-65.302505,-2.015868,-0.782975,0.098687,0.065841,0.071254
58,0.483333,-64.167747,-2.162219,-0.005402,0.099802,0.066167,0.071090
59,0.491667,-65.275200,-2.008464,-0.791481,0.098671,0.065867,0.071268
60,0.500000,-64.209801,-2.233608,0.011845,0.099806,0.066161,0.071069
61,0.508333,-65.293724,-2.016405,-0.766008,0.098662,0.065821,0.071240
62,0.516667,-65.278786,-2.010748,-0.809880,0.098670,0.065848,0.071227
63,0.525000,-65.292664,-1.989904,-0.822920,0.098664,0.065840,0.071220
64,0.533333,-65.298523,-2.008872,-0.781950,0.098691,0.065875,0.071244
65,0.541667,-65.307686,-1.957431,-0.787599,0.098669,0.065851,0.071253
66,0.550000,-65.314095,-1.990748,-0.785523,0.098683,0.065868,0.071247
67,0.558333,-64.193008,-2.175430,-0.003736,0.099829,0.066185,0.071089
68,0.566667,-65.279045,-2.007311,-0.777842,0.098667,0.065850,0.071269
69,0.575000,-65.294098,-1.976919,-0.812064,0.098668,0.065840,0.071263
70,0.583333,-64.191406,-2.171587,0.012906,0.099799,0.066158,0.071074
71,0.591667,-64.185989,-2.187764,0.002397,0.099797,0.066146,0.071089
72,0.600000,-65.287132,-1.973855,-0.768287,0.098658,0.065822,0.071273
73,0.608333,-65.299454,-1.977489,-0.806102,0.098651,0.065834,0.071247
74,0.616667,-64.218681,-2.176494,0.015448,0.099758,0.066156,0.071087
75,0.625000,-65.282043,-2.024218,-0.751861,0.098660,0.065865,0.071252
76,0.633333,-65.276054,-1.990819,-0.765777,0.098682,0.065845,0.071286
77,0.641667,-65.295219,-1.978769,-0.736095,0.098678,0.065879,0.071264
78,0.650000,-65.291374,-1.967407,-0.773097,0.098676,0.065868,0.071249
79,0.658333,-65.330269,-1.978467,-0.764995,0.098706,0.065870,0.071253
80,0.666667,-65.304008,-1.997775,-0.787560,0.098695,0.065877,0.071251
81,0.675000,-65.311432,-1.960890,-0.744173,0.098669,0.065848,0.071247
82,0.683333,-65.308235,-1.991731,-0.754830,0.098685,0.065857,0.071226
83,0.691667,-65.317734,-1.991344,-0.736920,0.098679,0.065844,0.071226
84,0.700000,-65.289993,-1.961555,-0.755459,0.098667,0.065854,0.071236
85,0.708333,-64.211082,-2.132880,-0.008380,0.099803,0.066201,0.071109
86,0.716667,-65.273468,-1.993791,-0.734588,0.098709,0.065887,0.071243
87,0.725000,-65.276695,-2.006758,-0.717302,0.098685,0.065867,0.071241
88,0.733333,-65.209663,-2.095001,-0.245041,0.098843,0.066061,0.071294
89,0.741667,-65.180702,-2.095932,-0.280052,0.098855,0.066088,0.071279
90,0.750000,-65.289825,-1.997758,-0.776144,0.098713,0.065875,0.071229
91,0.758333,-65.180397,-2.118026,-0.259159,0.098853,0.066048,0.071300
92,0.766667,-65.310692,-2.016122,-0.758213,0.098698,0.065863,0.071213
93,0.775000,-65.312439,-1.992110,-0.783371,0.098675,0.065864,0.071235
94,0.783333,-65.293556,-2.013772,-0.760857,0.098666,0.065851,0.071250
95,0.791667,-65.295494,-2.016714,-0.774540,0.098684,0.065866,0.071249
96,0.800000,-65.310661,-1.988604,-0.804688,0.098644,0.065828,0.071249
97,0.808333,-65.285759,-1.989344,-0.747607,0.098674,0.065882,0.071260
98,0.816667,-65.301819,-1.973182,-0.766022,0.098671,0.065875,0.071250
99,0.825000,-65.294334,-1.958443,-0.751389,0.098670,0.065870,0.071272
100,0.833333,-65.315941,-1.975573,-0.760523,0.098687,0.065850,0.071253
101,0.841667,-65.327309,-1.981036,-0.834819,0.098651,0.065852,0.071261
102,0.850000,-65.308907,-1.995004,-0.756434,0.098673,0.065834,0.071260
103,0.858333,-65.287704,-1.987450,-0.789486,0.098665,0.065855,0.071273
104,0.866667,-65.308014,-2.006345,-0.801670,0.098653,0.065836,0.071249
105,0.875000,-65.311760,-1.980619,-0.769218,0.098647,0.065831,0.071268
106,0.883333,-65.302475,-2.034482,-0.763256,0.098647,0.065826,0.071288
107,0.891667,-65.288857,-2.010884,-0.756254,0.098654,0.065841,0.071283
108,0.900000,-65.299065,-2.000067,-0.788812,0.098661,0.065880,0.071282
109,0.908333,-65.260529,-2.009096,-0.760476,0.098664,0.065875,0.071295
110,0.916667,-64.165833,-2.147521,0.022231,0.099772,0.066171,0.071099
111,0.925000,-65.279846,-1.988036,-0.757282,0.098659,0.065871,0.071290
112,0.933333,-65.289673,-1.981115,-0.776172,0.098634,0.065821,0.071280
113,0.941667,-65.288261,-1.994581,-0.800338,0.098635,0.065850,0.071257
114,0.950000,-65.325226,-1.979029,-0.826739,0.098642,0.065845,0.071256
115,0.958333,-64.187302,-2.184659,-0.015372,0.099786,0.066170,0.071095
116,0.966667,-64.182053,-2.146860,-0.001516,0.099766,0.066152,0.071107
117,0.975000,-64.206398,-2.211347,0.040891,0.099795,0.066136,0.071104
118,0.983333,-65.300934,-2.013551,-0.746765,0.098665,0.065895,0.071266
119,0.991667,-65.286934,-1.993183,-0.773737,0.098667,0.065849,0.071264
120,1.000000,-65.277687,-1.997404,-0.790266,0.098642,0.065861,0.071283
121,1.008333,-65.282158,-2.019854,-0.780218,0.098653,0.065875,0.071275
122,1.016667,-65.278572,-2.010117,-0.776385,0.098631,0.065832,0.071268
123,1.025000,-65.290390,-1.978873,-0.755808,0.098640,0.065853,0.071272
124,1.033333,-65.287865,-2.010656,-0.770536,0.098622,0.065853,0.071242
125,1.041667,-65.294815,-2.055497,-0.781243,0.098644,0.065818,0.071229
126,1.050000,-64.193886,-2.179574,-0.003996,0.099790,0.066163,0.071094
127,1.058333,-64.176910,-2.196387,0.016617,0.099760,0.066183,0.071085
128,1.066667,-64.192505,-2.201123,0.031526,0.099765,0.066172,0.071080
129,1.075000,-65.288231,-2.004160,-0.743541,0.098650,0.065877,0.071268
130,1.083333,-65.307869,-2.020940,-0.761999,0.098664,0.065887,0.071237
131,1.091667,-64.191078,-2.185473,0.044535,0.099764,0.066187,0.071066
132,1.100000,-64.198570,-2.179546,0.006095,0.099774,0.066185,0.071101
133,1.108333,-64.178711,-2.177065,0.005680,0.099791,0.066182,0.071095
134,1.116667,-64.218712,-2.228379,0.021145,0.099798,0.066194,0.071088
135,1.125000,-64.216293,-2.179079,0.013100,0.099802,0.066169,0.071083
136,1.133333,-65.279312,-2.005799,-0.767507,0.098651,0.065875,0.071223
137,1.141667,-65.308647,-1.992479,-0.783082,0.098671,0.065882,0.071228
138,1.150000,-64.216393,-2.208542,-0.008355,0.099782,0.066194,0.071073
139,1.158333,-64.199814,-2.187124,0.028733,0.099795,0.066198,0.071084
140,1.166667,-64.224899,-2.161180,-0.025270,0.099819,0.066195,0.071075
141,1.175000,-65.298950,-1.983487,-0.738423,0.098696,0.065903,0.071232
142,1.183333,-64.199852,-2.152672,-0.062696,0.099836,0.066181,0.071067
143,1.191667,-64.208740,-2.127805,-0.038014,0.099793,0.066187,0.071053
144,1.200000,-64.200134,-2.166219,-0.018053,0.099809,0.066204,0.071071
145,1.208333,-65.288864,-1.942356,-0.779882,0.098667,0.065884,0.071251
146,1.216667,-64.176094,-2.145233,-0.004179,0.099800,0.066176,0.071067
147,1.225000,-64.209503,-2.147074,-0.007272,0.099804,0.066174,0.071063
148,1.233333,-64.175186,-1.890372,-0.177903,0.099862,0.066272,0.070988
149,1.241667,-65.299202,-1.969742,-0.797250,0.098660,0.065877,0.071256
150,1.250000,-131.588211,1.866286,178.996017,0.098767,0.065966,0.071194
151,1.258333,-64.189743,-2.162932,0.022037,0.099791,0.066176,0.071086
152,1.266667,-64.192787,-2.134106,-0.000941,0.099767,0.066176,0.071074
153,1.275000,-65.295586,-1.981649,-0.801177,0.098654,0.065864,0.071261
154,1.283333,-64.193497,-2.148992,-0.002965,0.099783,0.066175,0.071080
155,1.291667,-65.284271,-1.970640,-0.794613,0.098637,0.065829,0.071230
156,1.300000,-65.293526,-1.999530,-0.767786,0.098631,0.065838,0.071220
157,1.308333,-65.265327,-1.987119,-0.741957,0.098645,0.065847,0.071242
158,1.316667,-65.286926,-1.984684,-0.772780,0.098611,0.065831,0.071230
159,1.325000,-65.298393,-1.987803,-0.797364,0.098613,0.065840,0.071229
160,1.333333,-65.275246,-2.001403,-0.783568,0.098608,0.065825,0.071260
161,1.341667,-64.198730,-2.198259,0.036363,0.099742,0.066152,0.071080
162,1.350000,-65.277222,-1.995698,-0.783376,0.098632,0.065838,0.071263
163,1.358333,-64.202553,-2.158811,0.037486,0.099756,0.066159,0.071084
164,1.366667,-65.405869,-2.734366,-0.286963,0.098700,0.065481,0.071361
165,1.375000,-65.300102,-1.954053,-0.790916,0.098608,0.065843,0.071251
166,1.383333,-65.310562,-1.930827,-0.777521,0.098640,0.065846,0.071265
167,1.391667,-65.297050,-2.024195,-0.801910,0.098612,0.065832,0.071255
168,1.400000,-65.287498,-1.972248,-0.786094,0.098605,0.065851,0.071270
169,1.408333,-65.298187,-1.984054,-0.775863,0.098608,0.065826,0.071257
170,1.416667,-65.298882,-1.978910,-0.805504,0.098631,0.065862,0.071273
171,1.425000,-65.287804,-1.955087,-0.791366,0.098607,0.065833,0.071291
172,1.433333,-64.195457,-2.135049,0.035735,0.099718,0.066135,0.071117
173,1.441667,-65.306145,-1.987494,-0.743712,0.098611,0.065820,0.071264
174,1.450000,-65.291313,-1.971231,-0.771122,0.098657,0.065847,0.071266
175,1.458333,-65.293716,-1.975147,-0.787505,0.098642,0.065822,0.071268
176,1.466667,-65.275482,-1.936202,-0.778153,0.098647,0.065834,0.071281
177,1.475000,-64.199654,-2.167073,0.033238,0.099779,0.066155,0.071084
178,1.483333,-65.274155,-2.007227,-0.816571,0.098636,0.065826,0.071258
179,1.491667,-65.286911,-2.026265,-0.773940,0.098643,0.065816,0.071250
180,1.500000,-65.293022,-1.980739,-0.762786,0.098674,0.065856,0.071247
181,1.508333,-65.293602,-1.985717,-0.768944,0.098661,0.065831,0.071246
182,1.516667,-65.292442,-1.994656,-0.788697,0.098664,0.065884,0.071229
183,1.525000,-65.283562,-2.013005,-0.780275,0.098668,0.065877,0.071219
184,1.533333,-65.290413,-1.981742,-0.776278,0.098675,0.065885,0.071225
185,1.541667,-65.280754,-1.994964,-0.740756,0.098653,0.065862,0.071221
186,1.550000,-65.277573,-1.992456,-0.780958,0.098656,0.065861,0.071250
187,1.558333,-65.286919,-2.011627,-0.775588,0.098638,0.065827,0.071240
188,1.566667,-65.169250,-2.042326,-0.243060,0.098774,0.066047,0.071316
189,1.575000,-65.286301,-1.983150,-0.749286,0.098622,0.065848,0.071234
190,1.583333,-65.272026,-2.031320,-0.818482,0.098641,0.065831,0.071264
191,1.591667,-65.270271,-2.005118,-0.783133,0.098616,0.065812,0.071257
192,1.600000,-65.271278,-1.978465,-0.729011,0.098641,0.065816,0.071265
193,1.608333,-64.177078,-2.150875,0.069639,0.099756,0.066139,0.071090
194,1.616667,-65.296204,-1.992310,-0.814873,0.098635,0.065843,0.071265
195,1.625000,-64.207886,-2.160158,0.037725,0.099760,0.066150,0.071100
196,1.633333,-65.308212,-1.979714,-0.758076,0.098644,0.065815,0.071261
197,1.641667,-64.214020,-2.147754,0.068861,0.099749,0.066142,0.071122
198,1.650000,-65.278511,-1.921259,-0.739780,0.098640,0.065857,0.071281
199,1.658333,-65.314781,-1.956005,-0.810351,0.098621,0.065811,0.071270
200,1.666667,-64.202744,-2.120228,0.010090,0.099757,0.066153,0.071125
201,1.675000,-64.189751,-2.138447,0.022891,0.099768,0.066170,0.071105
202,1.683333,-64.185104,-2.170248,-0.000209,0.099769,0.066151,0.071094
203,1.691667,-64.212006,-2.125004,-0.019594,0.099771,0.066163,0.071080
204,1.700000,-65.313065,-1.964387,-0.826807,0.098636,0.065832,0.071263
205,1.708333,-65.304367,-1.946680,-0.762433,0.098662,0.065828,0.071250
206,1.716667,-65.295067,-2.005258,-0.786081,0.098640,0.065820,0.071259
207,1.725000,-64.197853,-2.155229,0.009503,0.099764,0.066143,0.071100
208,1.733333,-64.191727,-2.117392,0.016258,0.099755,0.066140,0.071099
209,1.741667,-65.314262,-1.957049,-0.788393,0.098607,0.065839,0.071270
210,1.750000,-65.298798,-1.952904,-0.761422,0.098614,0.065814,0.071270
211,1.758333,-64.162361,-2.166244,0.140409,0.099835,0.066184,0.071066
212,1.766667,-65.306892,-1.950079,-0.833117,0.098653,0.065802,0.071267
213,1.775000,-65.314880,-1.965389,-0.775733,0.098654,0.065810,0.071258
214,1.783333,-64.187111,-2.149166,0.127079,0.099803,0.066149,0.071088
215,1.791667,-64.213943,-2.158215,0.109256,0.099783,0.066152,0.071081
216,1.800000,-64.229485,-2.176345,0.125790,0.099792,0.066141,0.071126
217,1.808333,-65.292412,-1.973509,-0.779115,0.098661,0.065791,0.071276
218,1.816667,-65.310822,-1.972151,-0.787475,0.098662,0.065827,0.071261
219,1.825000,-65.285561,-1.965318,-0.786541,0.098639,0.065793,0.071271
220,1.833333,-65.313393,-1.981644,-0.765807,0.098669,0.065809,0.071256
221,1.841667,-65.291962,-1.964388,-0.763210,0.098647,0.065808,0.071273
222,1.850000,-65.298988,-1.964670,-0.792463,0.098644,0.065808,0.071264
223,1.858333,-65.287270,-1.975341,-0.794946,0.098633,0.065786,0.071242
224,1.866667,-65.305573,-1.984304,-0.801731,0.098605,0.065776,0.071264
225,1.875000,-65.288170,-2.023165,-0.775396,0.098627,0.065789,0.071253
226,1.883333,-65.252640,-1.984834,-0.845928,0.098606,0.065787,0.071267
227,1.891667,-65.302216,-1.966885,-0.800456,0.098609,0.065778,0.071263
228,1.900000,-65.292862,-1.947696,-0.828266,0.098612,0.065800,0.071242
229,1.908333,-65.277222,-1.940383,-0.776269,0.098599,0.065822,0.071263
230,1.916667,-65.315170,-1.991927,-0.801183,0.098617,0.065809,0.071278
231,1.925000,-65.309196,-1.986221,-0.774068,0.098635,0.065824,0.071273
232,1.933333,-65.293472,-1.993290,-0.806083,0.098633,0.065803,0.071281
233,1.941667,-65.278107,-1.986325,-0.783098,0.098633,0.065773,0.071260
234,1.950000,-65.294823,-1.973754,-0.759764,0.098614,0.065812,0.071248
235,1.958333,-65.290436,-1.980034,-0.797759,0.098603,0.065774,0.071257
236,1.966667,-65.311066,-1.949589,-0.796176,0.098592,0.065783,0.071265
237,1.975000,-65.313293,-1.979804,-0.769205,0.098596,0.065771,0.071254
238,1.983333,-65.292480,-1.996831,-0.799584,0.098613,0.065795,0.071273
239,1.991667,-65.290627,-1.971864,-0.784927,0.098630,0.065815,0.071294
240,2.000000,-65.289543,-1.978368,-0.790208,0.098617,0.065789,0.071287
241,2.008333,-65.280701,-1.973639,-0.817654,0.098634,0.065773,0.071298
242,2.016667,-65.266075,-1.978909,-0.820898,0.098642,0.065771,0.071294
243,2.025000,-65.281311,-1.992659,-0.833984,0.098599,0.065764,0.071278
244,2.033333,-65.181870,-2.076732,-0.276518,0.098775,0.065973,0.071323
245,2.041667,-65.261040,-1.979264,-0.789723,0.098593,0.065743,0.071259
246,2.050000,-65.268646,-1.961738,-0.789785,0.098596,0.065759,0.071267
247,2.058333,-65.277290,-1.969084,-0.796537,0.098609,0.065773,0.071249
248,2.066667,-65.271484,-2.009063,-0.792082,0.098610,0.065793,0.071292
249,2.075000,-65.306961,-2.018690,-0.775059,0.098613,0.065784,0.071278
250,2.083333,-65.266685,-1.998062,-0.774402,0.098632,0.065824,0.071288
251,2.091667,-65.268097,-1.940767,-0.770338,0.098596,0.065788,0.071298
252,2.100000,-65.285378,-1.954213,-0.767914,0.098617,0.065812,0.071286
253,2.108333,-65.275406,-1.966731,-0.810147,0.098609,0.065788,0.071273
254,2.116667,-65.285828,-1.999362,-0.810735,0.098610,0.065798,0.071242
255,2.125000,-65.287346,-1.983917,-0.832401,0.098607,0.065762,0.071266
256,2.133333,-65.271759,-1.958169,-0.769656,0.098585,0.065780,0.071253
257,2.141667,-65.279587,-1.977753,-0.778329,0.098613,0.065819,0.071266
258,2.150000,-65.298553,-1.982774,-0.831516,0.098610,0.065796,0.071255
259,2.158333,-65.284622,-1.989363,-0.759654,0.098605,0.065837,0.071265
260,2.166667,-65.277809,-2.014514,-0.808558,0.098610,0.065788,0.071296
261,2.175000,-65.281525,-2.006236,-0.764355,0.098652,0.065844,0.071282
262,2.183333,-65.290222,-1.996313,-0.808289,0.098615,0.065834,0.071280
263,2.191667,-65.278130,-1.973891,-0.787346,0.098597,0.065806,0.071278
264,2.200000,-65.285606,-1.976542,-0.790106,0.098583,0.065772,0.071282
265,2.208333,-65.300697,-1.961544,-0.803563,0.098613,0.065769,0.071278
266,2.216667,-65.293846,-1.982811,-0.787340,0.098591,0.065790,0.071272
267,2.225000,-65.304359,-1.970470,-0.834869,0.098574,0.065779,0.071287
268,2.233333,-64.151382,-2.164027,0.133244,0.099796,0.066181,0.071094
269,2.241667,-65.293068,-1.941886,-0.845447,0.098600,0.065789,0.071283
270,2.250000,-64.189384,-2.123321,0.099135,0.099745,0.066172,0.071133
271,2.258333,-65.312286,-1.959587,-0.871552,0.098618,0.065824,0.071309
272,2.266667,-65.273834,-1.948696,-0.805442,0.098624,0.065817,0.071308
273,2.275000,-65.284431,-1.978224,-0.846342,0.098624,0.065796,0.071307
274,2.283333,-65.305519,-1.957316,-0.803154,0.098612,0.065783,0.071284
275,2.291667,-65.203033,-2.374552,-0.611072,0.098446,0.065607,0.071260
276,2.300000,-65.189423,-2.395007,-0.546639,0.098421,0.065569,0.071267
277,2.308333,-65.213440,-2.358764,-0.590853,0.098473,0.065596,0.071304
278,2.316667,-65.181396,-2.338934,-0.599497,0.098442,0.065567,0.071293
279,2.325000,-65.184448,-2.382785,-0.596833,0.098450,0.065577,0.071302
280,2.333333,-65.196564,-2.350157,-0.576440,0.098428,0.065577,0.071298
281,2.341667,-65.172760,-2.394830,-0.570457,0.098460,0.065622,0.071316
282,2.350000,-65.409325,-2.669195,-0.352443,0.098663,0.065438,0.071397
283,2.358333,-65.160545,-2.347877,-0.573504,0.098466,0.065609,0.071281
284,2.366667,-65.200386,-2.357417,-0.596037,0.098478,0.065612,0.071282
285,2.375000,-65.195229,-2.325609,-0.560690,0.098463,0.065619,0.071271
286,2.383333,-65.438019,-2.683623,-0.318065,0.098654,0.065456,0.071346
287,2.391667,-65.407707,-2.706320,-0.356743,0.098652,0.065450,0.071329
288,2.400000,-65.199898,-2.379429,-0.568448,0.098472,0.065589,0.071265
289,2.408333,-65.431137,-2.737601,-0.324182,0.098675,0.065434,0.071375
290,2.416667,-65.413254,-2.743927,-0.306415,0.098659,0.065448,0.071373
291,2.425000,-65.214165,-2.319449,-0.548822,0.098484,0.065613,0.071295
292,2.433333,-65.441353,-2.701954,-0.329106,0.098666,0.065454,0.071395
293,2.441667,-65.351692,-2.723587,-0.341044,0.098670,0.065473,0.071428
294,2.450000,-65.416840,-2.713767,-0.366154,0.098653,0.065412,0.071377
295,2.458333,-65.424965,-2.710853,-0.317295,0.098657,0.065439,0.071376
296,2.466667,-65.429031,-2.523734,-0.153071,0.098833,0.065647,0.071446
297,2.475000,-65.302780,-1.934373,-0.781775,0.098623,0.065796,0.071280
298,2.483333,-65.304321,-1.877283,-0.831043,0.098601,0.065761,0.071291
299,2.491667,-64.308456,-2.941355,0.652835,0.099825,0.065769,0.071175
300,2.500000,-65.300789,-1.938732,-0.771187,0.098623,0.065810,0.071275
301,2.508333,-64.195671,-2.101894,-0.016498,0.099732,0.066109,0.071144
302,2.516667,-65.426743,-2.730735,-0.326957,0.098645,0.065448,0.071381
303,2.525000,-65.196953,-2.388404,-0.564157,0.098468,0.065643,0.071302
304,2.533333,-65.402824,-2.709584,-0.345799,0.098665,0.065471,0.071359
305,2.541667,-65.394295,-2.693142,-0.326013,0.098642,0.065427,0.071370
306,2.550000,-65.176437,-2.337510,-0.524115,0.098467,0.065591,0.071279
307,2.558333,-65.416168,-2.754699,-0.352534,0.098680,0.065451,0.071354
308,2.566667,-65.394989,-2.704825,-0.300920,0.098656,0.065436,0.071382
309,2.575000,-65.191307,-2.345988,-0.533626,0.098461,0.065597,0.071276
310,2.583333,-65.400810,-2.728873,-0.296581,0.098671,0.065461,0.071365
311,2.591667,-65.417381,-2.688167,-0.334803,0.098648,0.065428,0.071371
312,2.600000,-65.412872,-2.687200,-0.287535,0.098635,0.065432,0.071383
313,2.608333,-65.417656,-2.733092,-0.325146,0.098662,0.065448,0.071404
314,2.616667,-65.201912,-2.328733,-0.566192,0.098435,0.065584,0.071306
315,2.625000,-65.202972,-2.330191,-0.547184,0.098440,0.065602,0.071310
316,2.633333,-65.424683,-2.674088,-0.341678,0.098647,0.065430,0.071378
317,2.641667,-65.186279,-2.365116,-0.585173,0.098459,0.065591,0.071280
318,2.650000,-65.184624,-2.357839,-0.605092,0.098408,0.065583,0.071291
319,2.658333,-65.189575,-2.364885,-0.600674,0.098422,0.065596,0.071293
320,2.666667,-65.187157,-2.363180,-0.581981,0.098444,0.065607,0.071295
321,2.675000,-65.186523,-2.361411,-0.568785,0.098444,0.065588,0.071308
322,2.683333,-65.183662,-2.342993,-0.571308,0.098468,0.065616,0.071295
323,2.691667,-65.219200,-2.323505,-0.557210,0.098474,0.065616,0.071275
324,2.700000,-65.198311,-2.370161,-0.549529,0.098463,0.065631,0.071305
325,2.708333,-65.182114,-2.330404,-0.602882,0.098467,0.065618,0.071283
326,2.716667,-65.194443,-2.355534,-0.622676,0.098458,0.065595,0.071284
327,2.725000,-65.186134,-2.397237,-0.578916,0.098427,0.065595,0.071299
328,2.733333,-65.191086,-2.356641,-0.567441,0.098455,0.065631,0.071273
329,2.741667,-65.205688,-2.325878,-0.585608,0.098453,0.065591,0.071281
330,2.750000,-65.209518,-2.319124,-0.615922,0.098475,0.065626,0.071314
331,2.758333,-65.208626,-2.327188,-0.563741,0.098467,0.065602,0.071294
332,2.766667,-65.198616,-2.318717,-0.590409,0.098478,0.065631,0.071279
333,2.775000,-65.202393,-2.340878,-0.579889,0.098477,0.065608,0.071268
334,2.783333,-65.190910,-2.344530,-0.589040,0.098477,0.065636,0.071300
